time,bpm,percent,zone
0.09898757934570312,74,37.94871794871795,1
1.094846248626709,74,37.94871794871795,1
2.126460313796997,74,37.94871794871795,1
3.14469575881958,74,37.94871794871795,1
4.102149724960327,75,38.46153846153847,1
5.120067834854126,76,38.97435897435898,1
6.133695125579834,75,38.46153846153847,1
7.104865312576294,74,37.94871794871795,1
8.126456022262573,73,37.43589743589744,1
9.13411831855774,73,37.43589743589744,1
10.0943021774292,72,36.92307692307693,1
11.11513090133667,71,36.41025641025641,1
12.134057760238647,71,36.41025641025641,1
13.09443998336792,72,36.92307692307693,1
14.11510443687439,73,37.43589743589744,1
15.143914461135864,78,40.0,1
16.094964742660522,81,41.53846153846154,1
17.114731788635254,81,41.53846153846154,1
18.143819093704224,81,41.53846153846154,1
19.16129732131958,79,40.51282051282051,1
20.114717960357666,76,38.97435897435898,1
21.135040044784546,75,38.46153846153847,1
22.09438729286194,74,37.94871794871795,1
23.18777561187744,72,36.92307692307693,1
24.194836378097534,67,34.35897435897436,1
25.094072580337524,65,33.33333333333333,1
26.128010034561157,65,33.33333333333333,1
27.133519649505615,64,32.82051282051282,1
28.105993270874023,64,32.82051282051282,1
29.125341176986694,63,32.30769230769231,1
30.134610414505005,62,31.794871794871792,1
31.095630884170532,59,30.256410256410255,1
32.58008813858032,59,30.256410256410255,1
33.56948781013489,59,30.256410256410255,1
34.55989909172058,60,30.76923076923077,1
35.54955005645752,60,30.76923076923077,1
36.539762020111084,61,31.28205128205128,1
37.53005003929138,62,31.794871794871792,1
38.51996827125549,63,32.30769230769231,1
39.52157020568848,64,32.82051282051282,1
40.50038170814514,64,32.82051282051282,1
41.48944878578186,64,32.82051282051282,1
42.49069261550903,64,32.82051282051282,1
43.47004437446594,65,33.33333333333333,1
44.470179319381714,65,33.33333333333333,1
45.462748765945435,65,33.33333333333333,1
46.43973731994629,65,33.33333333333333,1
47.444862604141235,65,33.33333333333333,1
48.42030596733093,64,32.82051282051282,1
49.41917943954468,64,32.82051282051282,1
50.39957618713379,64,32.82051282051282,1
51.39017629623413,65,33.33333333333333,1
52.39084577560425,64,32.82051282051282,1
53.370662212371826,65,33.33333333333333,1
54.35937190055847,65,33.33333333333333,1
55.34940767288208,65,33.33333333333333,1
56.35277843475342,65,33.33333333333333,1
57.330445528030396,67,34.35897435897436,1
58.33314824104309,67,34.35897435897436,1
59.32833123207092,68,34.87179487179487,1
60.31104397773743,68,34.87179487179487,1
61.326539516448975,68,34.87179487179487,1
62.28006029129028,67,34.35897435897436,1
63.356804609298706,67,34.35897435897436,1
64.27396607398987,67,34.35897435897436,1
65.26451110839844,67,34.35897435897436,1
66.2397677898407,67,34.35897435897436,1
67.22967600822449,67,34.35897435897436,1
68.23411202430725,67,34.35897435897436,1
69.22154188156128,67,34.35897435897436,1
70.19966173171997,67,34.35897435897436,1
71.19056153297424,67,34.35897435897436,1
72.17999768257141,67,34.35897435897436,1
73.17992043495178,66,33.84615384615385,1
74.17045593261719,66,33.84615384615385,1
76.15418791770935,66,33.84615384615385,1
76.15418791770935,66,33.84615384615385,1
77.13028621673584,66,33.84615384615385,1
78.1205415725708,66,33.84615384615385,1
79.10981607437134,66,33.84615384615385,1
80.10036754608154,67,34.35897435897436,1
81.08973097801208,67,34.35897435897436,1
82.57553935050964,68,34.87179487179487,1
83.56609797477722,69,35.38461538461539,1
84.55572843551636,69,35.38461538461539,1
85.55503964424133,70,35.8974358974359,1
86.53498959541321,70,35.8974358974359,1
87.52566957473755,70,35.8974358974359,1
88.51586556434631,70,35.8974358974359,1
89.5050528049469,70,35.8974358974359,1
90.51073050498962,70,35.8974358974359,1
91.4994854927063,70,35.8974358974359,1
92.48723316192627,71,36.41025641025641,1
93.46540403366089,71,36.41025641025641,1
94.4649019241333,71,36.41025641025641,1
95.44517636299133,70,35.8974358974359,1
96.45001411437988,70,35.8974358974359,1
97.42508268356323,70,35.8974358974359,1
98.42966723442078,69,35.38461538461539,1
99.41945934295654,69,35.38461538461539,1
100.39590787887573,68,34.87179487179487,1
101.39841961860657,69,35.38461538461539,1
102.37596035003662,69,35.38461538461539,1
103.87320518493652,70,35.8974358974359,1
104.35558867454529,71,36.41025641025641,1
105.3574914932251,72,36.92307692307693,1
106.33613586425781,72,36.92307692307693,1
107.34396362304688,70,35.8974358974359,1
108.316401720047,70,35.8974358974359,1
109.33474612236023,69,35.38461538461539,1
110.30809783935547,69,35.38461538461539,1
111.29745221138,68,34.87179487179487,1
112.2864179611206,68,34.87179487179487,1
113.27680516242981,69,35.38461538461539,1
114.25585412979126,68,34.87179487179487,1
115.24474620819092,68,34.87179487179487,1
116.23612761497498,67,34.35897435897436,1
117.23822402954102,67,34.35897435897436,1
118.21542954444885,66,33.84615384615385,1
119.20524573326111,66,33.84615384615385,1
120.20733761787415,66,33.84615384615385,1
121.18573665618896,66,33.84615384615385,1
122.17648553848267,65,33.33333333333333,1
123.16602969169617,64,32.82051282051282,1
124.17078137397766,64,32.82051282051282,1
125.14576125144958,63,32.30769230769231,1
126.13571214675903,63,32.30769230769231,1
127.1383068561554,62,31.794871794871792,1
129.10613536834717,62,31.794871794871792,1
129.1475374698639,62,31.794871794871792,1
130.09626460075378,62,31.794871794871792,1
131.59421491622925,62,31.794871794871792,1
132.57103443145752,61,31.28205128205128,1
133.5741217136383,62,31.794871794871792,1
134.5625355243683,62,31.794871794871792,1
135.55295634269714,62,31.794871794871792,1
136.54331278800964,62,31.794871794871792,1
137.5215346813202,62,31.794871794871792,1
138.52056312561035,62,31.794871794871792,1
139.50069308280945,62,31.794871794871792,1
140.49097084999084,62,31.794871794871792,1
141.49475693702698,62,31.794871794871792,1
142.4856312274933,62,31.794871794871792,1
143.4767928123474,63,32.30769230769231,1
144.45093274116516,64,32.82051282051282,1
145.44132471084595,65,33.33333333333333,1
146.43111038208008,65,33.33333333333333,1
147.42064785957336,65,33.33333333333333,1
148.41135120391846,65,33.33333333333333,1
149.40135312080383,64,32.82051282051282,1
150.39120411872864,64,32.82051282051282,1
151.41256999969482,64,32.82051282051282,1
153.39363551139832,64,32.82051282051282,1
153.39363551139832,64,32.82051282051282,1
154.35068106651306,64,32.82051282051282,1
155.39165568351746,64,32.82051282051282,1
156.34404253959656,64,32.82051282051282,1
157.32145500183105,65,33.33333333333333,1
158.31098985671997,65,33.33333333333333,1
159.31063961982727,66,33.84615384615385,1
